pack_name,piece_count_1,piece_count_2,difficulty_rating_1,difficulty_rating_2,brand_1,brand_2,num_puzzles,pieces_d1,pieces_d2,pieces_d3,pieces_d4,piece_count_pack,difficulty_rating_pack,w_pieces_diff_transformed,holdtime
Liberty Puzzles Lynon Aksamit Octopus ,495,0,3,2,Liberty,Liberty,1,0,0,495,0,495,3,0.3937604476424351,5.804190703832523
Liberty Puzzles Richard Dadd The Fairy Fellers Master Stroke ,480,0,3,2,Liberty,Liberty,1,0,0,480,0,480,3,0.3366956847638468,9.913322743070507
Liberty Puzzles Sue Coccia Osprey Liberty Puzzles Linda Israel Heart Of A Bear,377,514,1,1,Liberty,Liberty,2,891,0,0,0,891,1,-0.4858698758493058,9.952324447931945
Liberty Puzzles Sue Coccia Dragon Liberty Puzzles Sue Coccia Peacock,469,374,2,2,Liberty,Liberty,2,0,843,0,0,843,2,0.6350750588386632,10.713508848188392
Liberty Puzzles Story Map Of France ,743,0,3,2,Liberty,Liberty,1,0,0,743,0,743,3,1.200807338046182,19.07643628129916
Liberty Puzzles Oregon Trail ,785,0,2,2,Liberty,Liberty,1,0,785,0,0,785,2,0.4983888236621213,25.792936406229305
Liberty Puzzles Winters Day Liberty Puzzles Cranes Cycads And Wisteria,527,486,3,2,Liberty,Liberty,2,0,486,527,0,1013,2,1.4942008552356223,10.085197434014791
Liberty Puzzles Batteries Not Included Wentworth Puzzles Flight Of Fancy,560,500,2,2,Liberty,Wentworth,2,0,1060,0,0,1060,2,1.0955364876107405,13.10904738803412
Liberty Puzzles Pieter Brueghel Children Games ,795,0,2,2,Liberty,Liberty,1,0,795,0,0,795,2,0.5224390920384159,17.80012308552559
Liberty Puzzles Lisa Graa Jensen Snowbirds Liberty Puzzles Leon Morrocco Fisherman Jetty Antibes,528,468,2,1,Liberty,Liberty,2,468,528,0,0,996,1,0.44226354980152394,17.80012308552559
Nautilus Puzzles  Prague Clock ,500,0,2,2,Nautilus,Nautilus,1,0,500,0,0,500,2,-0.2992575406712612,5.021899954248391
Snowflake Puzzles Portrait of an Elizabethan Woman ,451,0,3,2,Other-Hand-cut,Other-Hand-cut,1,0,0,451,0,451,3,0.22279939577881486,4.164373694352604
Liberty Puzzles Duke Beardsley Rompecabezas Liberty Puzzles Vogue Cover November 1911,543,331,3,2,Liberty,Liberty,2,0,331,543,0,874,2,1.259116065295811,6.671608764018345
Wentworth Puzzles Hyde Street View San Francisco Wentworth Puzzles Christmas Stories,609,199,2,2,Wentworth,Wentworth,2,0,808,0,0,808,2,0.5533958107681397,7.721131168468055
Ecru Puzzles Mystery Puzzle #16 Artifact Puzzles Jethro Buck Wild Things,331,530,2,3,Artifact,Ecru,2,0,331,530,0,861,2,1.222566432641649,9.930459672653276
Ecru Puzzles Richard Friend Limberlost Woods Ecru Puzzles Mystery Puzzle #15,355,357,3,2,Ecru,Ecru,2,0,357,355,0,712,2,0.7400650139425644,8.915183853204352
Wentworth Puzzles Victoria Elbroch Monhegan Island Maine DaVici Puzzles Alina Plavetc Life Of The Birds,609,164,2,1,Wentworth,DaVici,2,164,609,0,0,773,1,0.2613095603874931,12.000654081468417
Liberty Puzzles Jean-Leon Gerome Carpet Merchant ,658,0,2,2,Liberty,Liberty,1,0,658,0,0,658,2,0.1728337340266941,7.882725217806053
Ecru Puzzles Erin Hanson Cypress Lights Artifact Puzzles Vincent Van Gogh Two Figures In the Undergrowth,398,446,3,3,Artifact,Ecru,2,0,0,844,0,844,3,1.4759863901231776,12.730561063042488
Ecru Puzzles Amedeo Modigliani Madame Zborowska Wooden Jigsaw Ecru Puzzles Amedeo Modigliani Red Scarf Wooden Jigsaw Puzzle,120,100,1,2,Ecru,Ecru,2,120,100,0,0,220,1,-1.8769140098152883,6.15873969963934
Artifact Puzzles Manet Crystal Vase Artifact Puzzles Karla Gerard Night Village,167,164,2,2,Artifact,Artifact,2,0,331,0,0,331,2,-0.9363159761470499,6.591078059410868
Wentworth Puzzles Dominic Davison Mountain Cabin Wentworth Puzzles Basil Bradley Sheep Reposing Dalby Bay Isles of Man,609,199,2,2,Wentworth,Wentworth,2,0,808,0,0,808,2,0.5533958107681397,10.930316299251666
Wentworth Puzzles Kilimanjaro Morning Wentworth Puzzles Paul Gauguin Arearea,250,250,4,2,Wentworth,Wentworth,2,0,250,0,250,500,3,0.4125178506240466,7.736441308433437
Liberty Puzzles Josef Beck Castle Neuschwanstein Liberty Puzzles Linnea Pergola Portofino Italy,537,318,2,2,Liberty,Liberty,2,0,855,0,0,855,2,0.6625425626345547,16.409179861274477
Inside Adventure Puzzles T.C. Steele Autumn Wentworth Puzzles Lisa Graa Jensen Sheep Country,325,170,2,2,unknown,unknown,2,0,495,0,0,495,2,-0.3157778033900763,13.877208405736283
Artifact Puzzles Jan Brueghel The Younger Music Room Artifact Puzzles Isabelle Plante La Connaissance,287,379,2,2,Artifact,Artifact,2,0,666,0,0,666,2,0.19455738926713043,6.734776712678588
Ecru Puzzles Layers Of Afternoon Ecru Puzzles William Penhallow Henderson Luceros Place,287,385,2,1,Ecru,Ecru,2,385,287,0,0,672,1,-0.36773037610782033,10.816566535558982
Stumpcraft Puzzles Tom Thomson Soft Maple in Autumn ,408,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,408,0,408,3,0.04426729577175574,6.849293682593634
Wentworth Puzzles Orchid View ,609,0,2,2,Wentworth,unknown,1,0,609,0,0,609,2,0.035655035024344556,15.028943541482567
Stumpcraft Puzzles Julie DeBoer Badlands To The Bone Artifact Puzzles After The Tiger Hunt,325,272,2,1,unknown,Artifact,2,272,325,0,0,597,1,-0.43127086040835144,14.919203360795697
Artifact Puzzles Gore Icknield Way Artifact Puzzles Charles Courney Curran Lotus Lilies,317,329,2,3,Artifact,Artifact,2,0,317,329,0,646,2,0.5593097396194932,8.700684217292546
BCB Puzzles Henry Victor Lesur Marchands Des Fleurs Black Bear Puzzles In Search Of Sea,300,350,2,2,Other-Hand-cut,Other-Hand-cut,2,0,650,0,0,650,2,0.15092792347071468,12.83910009909566
Liberty Puzzles Linnea Pergola Machu Picchu ,670,0,2,2,Liberty,Liberty,1,0,670,0,0,670,2,0.20535206193735908,17.158240933875717
Artifact Puzzles Some Enchanted Evening Artifact Puzzles Randal Spangler Fireside Fairytales,422,364,3,2,Artifact,Artifact,2,0,364,422,0,786,2,0.9691074697584203,21.727389686666086
Artifact Puzzles Joe Vaux Garden Of Earthly Delights ,619,0,2,2,Artifact,Artifact,1,0,619,0,0,619,2,0.06425041722427771,11.908814913813114
Artifact Puzzles Daniel Merriam Tailspin (Discontinued Limited Edition) Artifact Puzzles Tom Kid McCay City (Discontinued),303,415,3,3,Artifact,Artifact,2,0,0,718,0,718,3,1.128764296150188,11.751467779361516
Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Severin Roesen Flower Still Life,346,330,2,2,Artifact,Artifact,2,0,676,0,0,676,2,0.22146139099349174,21.78153982786941
Artifact Puzzles Albert Bierstadt Valley Of The Yosemite Ecru Puzzles Erin Hanson Hues Of Zion,494,219,3,3,Artifact,Ecru,2,0,0,713,0,713,3,1.1141497016193669,10.943077669768808
Wentworth Puzzles Joy Laforme Park Avenue Wentworth Puzzles Spring Sakura,500,503,1,1,Wentworth,Wentworth,2,1003,0,0,0,1003,1,-0.29432359735559754,20.952640212565253
Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Kevin Sloan The Gift Arrives,456,344,2,1,Artifact,Artifact,2,344,456,0,0,800,1,0.08971624109099496,10.030174402667097
Stumpcraft Mandy Budan Falling ,460,0,3,2,Other-Laser-cut,Other-Laser-cut,1,0,0,460,0,460,3,0.25867160187802024,8.858219776910937
Artifact Puzzles Tomasz Pietrzyk The Town Artifact Puzzles Qiu Ying Han Palace,390,423,1,3,Artifact,Artifact,2,390,0,423,0,813,2,0.6038512276983705,22.67567551343612
Liberty Puzzles Lisa Graa Jensen Snowbirds Liberty Puzzles Leon Morrocco Fisherman Jetty Antibes,528,468,2,1,Liberty,Liberty,2,468,528,0,0,996,1,0.44226354980152394,11.830166715935404
Artifact Puzzles Renoir Dance At Le Moulin De La Galette Artifact Puzzles Monet Woman With Parasol,347,357,2,2,Artifact,Artifact,2,0,704,0,0,704,2,0.29536685158340276,8.911482253894839
Artifact Puzzles Sophie Taeuber-Arp Composition Artifact Puzzles August Macke Turkish Cafe,302,478,3,2,Artifact,Artifact,2,0,478,302,0,780,2,0.8306275056456371,8.183732397923404
"Nautilus Puzzles Alfred Concanen Modern Advertising: A Railway Station in 1874 Nautilus Puzzles Jo-Anne Yelen Kenmare, Ireland",519,287,3,2,Nautilus,Nautilus,2,0,287,519,0,806,2,1.1063264548354232,33.20886563879851
Snowflake Puzzles Koganeibashi no sekishō Snowflake Puzzles Utagawa Hiroshige Zojoji Pagoda and Akabane,511,514,1,1,Other-Hand-cut,Other-Hand-cut,2,1025,0,0,0,1025,1,-0.2584474671921729,14.7639432103047
Liberty Puzzles Dr. Seuss A Plethora of Fish ,470,0,2,2,Liberty,Liberty,1,0,470,0,0,470,2,-0.400144755823713,3.674363992991157
"Liberty Puzzles Cranes, Cycads and Wisteria Liberty Puzzles Ando Hiroshige Fudo Falls, Oji",486,599,3,2,Liberty,Liberty,2,0,599,486,0,1085,2,1.5820787582643046,25.94376224589553
Nautilus Puzzles James Sommerville Ocean Life ,475,0,2,2,Nautilus,Nautilus,1,0,475,0,0,475,2,-0.3830290426626323,3.866839375473981
Liberty Puzzles Mount Haruna Under Snow Wentworth Puzzles Claude Monet Le Pont Japonis,537,199,2,2,Liberty,Wentworth,2,0,736,0,0,736,2,0.3773984889153481,0.7882858488014005
Ecru Puzzles Aaron Wolf Siege Of Cranes Ecru Puzzles Aaron Wolf Lost Civilization,437,447,3,3,Ecru,Ecru,2,0,0,884,0,884,3,1.578710121105953,13.832310232771354
Wentworth Puzzles Kirsten Ulve New York City Lady Wentworth Puzzles Steve Skelton Getting Away From It All,500,250,1,1,Wentworth,Wentworth,2,750,0,0,0,750,1,-0.7521683366237267,21.8354497565672
Artifact Puzzles Poynter Israel In Egypt Artifact Puzzles Bruegel Tower of Babel,310,377,2,2,Artifact,Artifact,2,0,687,0,0,687,2,0.25074193890788354,7.122467665906424
Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,425,295,2,2,Artifact,Artifact,2,0,720,0,0,720,2,0.3366956847638468,6.997359855941852
Artifact Puzzles Gustav Klimt Baby Artifact Puzzles Karla Gerard By The Sea,295,356,2,1,Artifact,Artifact,2,356,295,0,0,651,1,-0.38986041014032347,2.7646744729622568
Artifact Puzzles Abu al-Hasan Squirrels BCB Puzzles Smellin Good,155,135,3,3,Artifact,Other-Hand-cut,2,0,0,290,0,290,3,-0.5236018579525819,27.521248838752246
Ecru Puzzles Mystery Puzzle #19 Ecru Puzzles Mystery Puzzle #14,355,398,2,3,Ecru,Ecru,2,0,355,398,0,753,2,0.8754007433402455,11.86536342792147
Liberty Puzzles Paul Signac The Port of Saint-Tropez Liberty Puzzles Janice Larson Fall Garden,533,488,2,3,Liberty,Liberty,2,0,533,488,0,1021,2,1.4742462755474388,18.86874340426437
Liberty Puzzles Andreas Schelfhout Skating in Holland Liberty Puzzles Currier and Ives Central Park Winter,537,318,2,2,Liberty,Liberty,2,0,855,0,0,855,2,0.6625425626345547,29.753924263123263
Stave Puzzles Awesome Blossom DaVici Puzzles Offstage,175,190,4,1,DaVici,Stave,2,190,0,0,175,365,2,-0.48765270646426,17.851805332377904
Wentworth Puzzles Macneil Studio Amsterdam Wentworth Puzzles Assaf Frank Summer at the Pub,250,500,1,2,Wentworth,Wentworth,2,250,500,0,0,750,1,0.08125564580801528,23.77851286785177
Liberty Puzzles Celebration Ecru Puzzles Awa Tsireh Animal Designs,408,105,2,1,Ecru,Liberty,2,105,408,0,0,513,1,-0.4330122806842476,12.006121209757836
Liberty Puzzles Maurice Prendergast The Grand Canal Ecru Puzzles Aaron Wolf The Kingdom,498,214,3,2,Ecru,Liberty,2,0,214,498,0,712,2,0.8943817243739924,14.9191793478186
Liberty Puzzles Alphonse Mucha La Danse Liberty Puzzles The Ladies Home Journal All-Story Number,377,258,2,1,Liberty,Liberty,2,258,377,0,0,635,1,-0.27958231295444974,8.82260087644088
Liberty Puzzles Damian Elwes Matisses Studio Ecru Puzzles Erin Hanson Layers Of Afternoon,483,287,3,3,Ecru,Liberty,2,0,0,770,0,770,3,1.276767640318198,8.828179115950556
Artifact Puzzles Dany Paragouteva Magic Carpet Artifact Puzzles Matte Stephens Central Park Fifth Avenue,305,439,2,3,Artifact,Artifact,2,0,305,439,0,744,2,0.8996325403251102,12.875006583752302
Artifact Puzzles Karla Gerard Night Song Artifact Puzzles Dan Dos Santos Stalking the Unicorn,321,303,1,1,Artifact,Artifact,2,624,0,0,0,624,1,-1.0210568584075073,11.014814687809908
Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Justin Hillgrove Word Travels South,346,456,1,1,Artifact,Artifact,2,802,0,0,0,802,1,-0.6502487222450095,17.99068183129632
Artifact Puzzles Justin Hillgrove Overwhelming Odds Artifact Puzzles Angie Rees Boobie Trapped,257,340,1,1,Artifact,Artifact,2,597,0,0,0,597,1,-1.0834462556648918,5.198187182855625
Artifact Puzzles Dany Paragouteva Magic Carpet Artifact Puzzles Matte Stephens Central Park Fifth Avenue,305,439,2,3,Artifact,Artifact,2,0,305,439,0,744,2,0.8996325403251102,22.46874676969853
Wentworth Puzzles Kirsten Ulve New York City Lady Wentworth Puzzles Steve Skelton Getting Away From It All,500,250,1,1,Wentworth,Wentworth,2,750,0,0,0,750,1,-0.7521683366237267,3.123684090081389
Artifact Puzzles Gore Icknield Way Artifact Puzzles Charles Courney Curran Lotus Lilies,317,329,2,3,Artifact,Artifact,2,0,317,329,0,646,2,0.5593097396194932,10.240779720544433
Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle,360,319,3,3,Artifact,Artifact,2,0,0,679,0,679,3,1.0128551003585018,12.816312801440567
Artifact Puzzles Edward Hopper Chop Suey Artifact Puzzles Edward Hopper Nighthawks ,346,374,1,1,Artifact,Artifact,2,720,0,0,0,720,1,-0.8131931967421905,5.690071217400347
Artifact Puzzles Vikram Madan Robot Creation Myth Artifact Puzzles Vikram Madan Physical Impossibility,382,292,2,1,Artifact,Artifact,2,292,382,0,0,674,1,-0.20878153379589617,15.805751624252222
Artifact Puzzles Some Enchanted Evening Artifact Puzzles Randal Spangler Fireside Fairytales,422,364,3,2,Artifact,Artifact,2,0,364,422,0,786,2,0.9691074697584203,25.215288195707547
Artifact Puzzles Breach Of Contract Artifact Puzzles Claire Henley Sailing Round The Mount,268,256,2,2,Artifact,Artifact,2,0,524,0,0,524,2,-0.22150164943519482,4.095432576161377
Artifact Puzzles Vikram Madan Night Of The Mystic Moons Artifact Puzzles Vikram Madan Forecast Says Rain,338,370,1,3,Artifact,Artifact,2,338,0,370,0,708,2,0.34692916273485114,17.383888181897117
Ecru Puzzles Ton Dubbeldam Provence Revisited Ecru Puzzles Mystery Puzzle #17,293,280,2,1,Ecru,Ecru,2,280,293,0,0,573,1,-0.5308596325095755,17.147904986578865
Artifact Puzzles APAK Celebrating Nature Artifact Puzzles Angie Rees Precious Cargo,412,399,3,2,Artifact,Artifact,2,0,399,412,0,811,2,1.0098236341710245,16.834719177229513
Artifact Puzzles Jonik Troll Toll Artifact Puzzles Angie Rees Happy Harbor,365,281,1,2,Artifact,Artifact,2,365,281,0,0,646,1,-0.4225831616989449,44.09256141859728
Artifact Puzzles Nadiezda Night Ship Artifact Puzzles Kevin Sloan Consequences of Hypnosis,283,282,1,1,Artifact,Artifact,2,565,0,0,0,565,1,-1.1599516165012205,40.80524103134398
Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,425,295,2,2,Artifact,Artifact,2,0,720,0,0,720,2,0.3366956847638468,33.00756564472214
Artifact Puzzles Van Gogh Bridge In The Rain Artifact Puzzles Brueghel Music Room,267,287,1,2,Artifact,Artifact,2,267,287,0,0,554,1,-0.5767504330436005,6.750600688652558
Artifact Puzzles Angie Rees The Skating Party Artifact Puzzle Tom Kidd Dunne Estates,502,423,2,1,Artifact,Artifact,2,423,502,0,0,925,1,0.31998268360960846,37.419237590610265
Artifact Puzzles Tomasz Pietrzyk The Town Artifact Puzzles Qiu Ying Han Palace,390,423,1,3,Artifact,Artifact,2,390,0,423,0,813,2,0.6038512276983705,22.989349315421297
Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Rekunenko Charming Village,288,282,1,1,Artifact,Artifact,2,570,0,0,0,570,1,-1.1478048106078145,63.992164422093786
Artifact Puzzles Sophie Taeuber-Arp Composition Artifact Puzzles August Macke Turkish Cafe,302,478,3,2,Artifact,Artifact,2,0,478,302,0,780,2,0.8306275056456371,8.993702662122535
Artifact Puzzles Kathryn Freeman Lullaby For Lions Artifact Puzzles Jill Bennet Fantastic Mr. Fox,363,267,1,1,Artifact,Artifact,2,630,0,0,0,630,1,-1.007445388808925,27.7977812218925
Liberty Puzzles Linnea Pergola Portofino Italy Ecru Puzzles Allen Gilbert Cram Fishermans Cottage,630,158,2,2,Ecru,Liberty,2,0,788,0,0,788,2,0.5056258888555227,28.83865420616192
Artifact Puzzles Karla Gerard By The Sea Artifact Puzzles Kevin Sloan Welcome To The Wilderness,356,418,1,2,Artifact,Artifact,2,356,418,0,0,774,1,-0.0020051809376233896,19.04616884140077
Artifact Puzzles Piero Cosimo Andromeda  Artifact Puzzles Kevin Sloan The Worrier,411,427,3,2,Artifact,Artifact,2,0,427,411,0,838,2,1.0629341120637237,34.1048728045914
Artifact Puzzles Marie Amalia Pride Of Peacocks Artifact Puzzles DALL-E Animals In Motion,224,225,1,1,Artifact,Artifact,2,449,0,0,0,449,1,-1.4652150313712384,9.767543250189664
Ecru Puzzles Maurice Denis Pittsburgh Sunset Ecru Puzzles Nicole Gustafsson The Bookkeeper,290,372,3,3,Ecru,Ecru,2,0,0,662,0,662,3,0.9608970652279364,9.767543250189664
Artifact Puzzles Angie Rees The Skating Party Artifact Puzzles Vikram Madan North Star,505,480,2,2,Artifact,Artifact,2,0,985,0,0,985,2,0.944407864550166,27.1233832751646
Artifact Puzzles Erin Hanson Crystal Grove Artifact Puzzles Angie Rees Precious Cargo,357,399,4,2,Artifact,Artifact,2,0,399,0,357,756,3,1.1979578442476049,21.15356973963588
Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tom Kidd Dunne Estates,300,423,2,1,Artifact,Artifact,2,423,300,0,0,723,1,-0.2616869529220182,21.15356973963588
Nervous Systems Agate Puzzle Thom Spencer Wheel of Changing Colors,171,441,3,4,Other-Hand-cut,Other-Laser-cut,2,0,0,171,441,612,3,1.246045203692855,2.9322884483206364
Artifact Puzzles Nadieh Bremer Coronium Artifact Puzzles Nadieh Bremer Nebulium ,172,147,1,1,Artifact,Artifact,2,319,0,0,0,319,1,-1.8805184531203085,1.0249387861807755
Liberty Puzzles Michelangelo Last Judgement ,717,0,4,2,Liberty,Liberty,1,0,0,0,717,717,4,1.7558415371162097,2.6903182124715395
BellArt Puzzles Double-sided Angel Maze Fish East Texas Piney Woods Puzzles Homer Rushing Spirit Bird,295,300,2,2,Other-Hand-cut,Other-Hand-cut,2,0,595,0,0,595,2,-0.0049253994149934185,0.37821903389353
Steve Gordon Puzzles Squa Dia Cir Vortex Maze 8 Nervous Systems Rainbow,511,380,2,2,Other-Laser-cut,Other-Laser-cut,2,0,891,0,0,891,2,0.743388351956765,0.8468246278062268
Wentworth Puzzles Peter Barrett Noahs Ark Wentworth Puzzles Myron Standret Beauty World,254,243,1,1,Wentworth,Wentworth,2,497,0,0,0,497,1,-1.3330017344142757,0.993345688995301
Wentworth Puzzles Lars Stewart Rainbow Washi Tape Wentworth Puzzles Lena ArtBeat Studios Egg-squisite Eggs,280,260,4,3,Wentworth,Wentworth,2,0,0,260,280,540,3,0.8711660264314686,1.900139755649352
Wentworth Puzzles Celebrate Life Gallery The Puzzle that Froze Christmas Wentworth Puzzles Alamy Photos The Puzzle that Broke the Ice,548,252,2,2,Wentworth,Wentworth,2,0,800,0,0,800,2,0.5343863746315805,6.1277644735528245
Artifact Puzzles Van Gogh Smoking Skull Artifact Puzzles Small Four Color Map,134,67,2,2,Artifact,Artifact,2,0,201,0,0,201,2,-1.6044464047637998,2.054925364846748
Waterford Puzzles (Elms) Parker Fulton Taj Mahal ,416,0,2,2,Other-Hand-cut,Other-Hand-cut,1,0,416,0,0,416,2,-0.5935003765625032,3.287343239513831
Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,425,295,2,2,Artifact,Artifact,2,0,720,0,0,720,2,0.3366956847638468,3.714326031130081
DaVici Puzzles Russian Tryptych ,1000,0,3,2,DaVici,DaVici,1,0,0,1000,0,1000,3,1.8596170998998247,7.720298493372327
Artifact Puzzles Roch Urbaniak Floating Town Artifact Puzzles Kozyndan Forest Dream ,228,216,1,1,Artifact,Artifact,2,444,0,0,0,444,1,-1.479536485511628,7.258253264582419
DaVici Puzzles Diana Zimens City Of Cats ,700,0,2,2,DaVici,DaVici,1,0,700,0,0,700,2,0.28493402377865096,16.83118680707338
Liberty Puzzles Phil Lewis Sunshine Daydream ,902,0,3,2,Liberty,Liberty,1,0,0,902,0,902,3,1.6238957213978147,11.699085749634492
Artifact Puzzles Hieronymus Bosch Garden Of Earthly Delights ,529,0,3,2,Artifact,Artifact,1,0,0,529,0,529,3,0.5188448475143969,11.734458735499503
Artifact Puzzles Rachell Sumpter Chinatown Quadtych ,1121,0,3,2,Artifact,Artifact,1,0,0,1121,0,1121,3,2.1297039204019153,8.870672696445915
Liberty Puzzles Gustav Klimt Pear Tree Ecru Puzzles Rachell Sumpter Brothers In Sport,469,179,4,1,Ecru,Liberty,2,179,0,0,469,648,2,1.0309798049212089,9.706094336898646
Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,493,359,1,1,Artifact,Artifact,2,852,0,0,0,852,1,-0.5564446301672126,18.628663977627824
Wentworth Puzzles Garry Walton Greatest Bookshop in the World ,1000,0,2,2,Wentworth,Wentworth,1,0,1000,0,0,1000,2,0.9752504390137802,8.984470564994364
Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Audubun Carolina Parakeets,405,422,2,2,Artifact,Artifact,2,0,827,0,0,827,2,0.5980308088598147,23.20485429176276
Artifact Puzzles Joe Vaux Garden Of Earthly Delights ,619,0,2,2,Artifact,Artifact,1,0,619,0,0,619,2,0.06425041722427771,18.20449610262956
Liberty Puzzles World Map ,1017,0,3,3,Liberty,Liberty,1,0,0,1017,0,1017,3,1.8988721265882265,34.42752863443349
Wentworth Puzzles Hokusai Wave Wentworth Puzzles Walter Crane Sir Galahad In King Arthurs Court,250,250,3,2,Wentworth,Wentworth,2,0,250,250,0,500,2,0.08125564580801528,6.725752647087928
Artifact Puzzles Tyukanov Uprising of the Sausages Artifact Puzzles Karla Gerard Lively Landscape,360,221,3,1,Artifact,Artifact,2,221,0,360,0,581,2,0.15230244444040428,2.660898985187199
Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Kevin Sloan Burden of Formality,300,423,3,3,Artifact,Artifact,2,0,0,723,0,723,3,1.1433091614410318,2.660898985187199
Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Vladstudio Owl Internet Cafe,314,204,1,2,Artifact,Artifact,2,314,204,0,0,518,1,-0.809071113271526,2.3871220584482984
Artifact Puzzles Kathryn Freeman The Sunday Paper Artifact Puzzles Sandi Rigby Tree of Wisdom Wooden,177,68,1,1,Artifact,Artifact,2,245,0,0,0,245,1,-2.1721009712503,7.221446246512917
Liberty Puzzles Sue Coccia Great Horned Owl XS Nervous Systems Geode Puzzle,97,173,1,3,Liberty,Other-Laser-cut,2,97,0,173,0,270,2,-1.0393460264071321,6.125262674167569
Snowflake Puzzles Peacocks and Poppies BCB Puzzles Miko A Wonderful Day,500,300,2,1,Other-Hand-cut,Other-Hand-cut,2,300,500,0,0,800,1,0.15092792347071468,2.137955271718877
Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Kevin Sloan The Gift Arrives,456,344,2,1,Artifact,Artifact,2,344,456,0,0,800,1,0.08971624109099496,9.62761707472766
Wentworth Puzzles Can You See Me Wentworth Puzzles Aimee Stewart Wish Upon a Bookshop,245,500,3,2,Wentworth,Wentworth,2,0,500,245,0,745,2,0.6908744412024449,4.183006899011655
Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Justin Hillgrove Word Travels West,456,548,1,2,Artifact,Artifact,2,456,548,0,0,1004,1,0.4765630162001372,6.265377154984491
Artifact Puzzles Justin Hillgrove Overwhelming Odds Artifact Puzzles Angie Rees Boobie Trapped,257,340,1,1,Artifact,Artifact,2,597,0,0,0,597,1,-1.0834462556648918,1.8119203059595024
Artifact Puzzles Angie Rees Happy Harbor Ecru Puzzles Iwona Lifsches Weekend in Sommersby,281,355,2,1,Artifact,Ecru,2,355,281,0,0,636,1,-0.43999097603380616,1.8968624588322336
Artifact Puzzles Eric Joyner Tiger Mountain Artifact Puzzles APAK Fruit of Dreams,189,175,1,1,Artifact,Artifact,2,364,0,0,0,364,1,-1.7254392242045709,2.916714858844965
Liberty Puzzles Phil Lewis Sugar Magnolia ,881,0,3,3,Liberty,Liberty,1,0,0,881,0,881,3,1.5711179090266911,27.745382725850195
Artifact Puzzles Kevin Sloan The Messenger Artifact Puzzles Tomasz Pietrzyk Circle Of Time,313,220,2,1,Artifact,Artifact,2,220,313,0,0,533,1,-0.5674980499359691,35.575925063869306
DaVici Puzzles Diana Zimens City Of Cats ,700,0,2,2,DaVici,DaVici,1,0,700,0,0,700,2,0.28493402377865096,68.10735752306238
Nautilus Puzzles Chholing Taha Blessing of the Polar Bears ,475,0,1,2,Nautilus,Nautilus,1,475,0,0,0,475,1,-1.3924578526210494,13.036805837118056
Nautilus Puzzles Stan The Man ,250,0,1,2,Nautilus,Nautilus,1,250,0,0,0,250,1,-2.150623794676712,18.76166444962173
Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Kevin Sloan Burden of Formality,300,423,3,3,Artifact,Artifact,2,0,0,723,0,723,3,1.1433091614410318,34.91058315945478
Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet,346,424,1,1,Artifact,Artifact,2,770,0,0,0,770,1,-0.7124108592957237,133.08945645419152
Artifact Puzzles Tyukanov Purgatory Artifact Puzzles Rylov Sunset,659,80,3,2,Artifact,Artifact,2,0,80,659,0,739,2,1.1121957763418433,8.053070034204515
DaVici Puzzles Russian Tryptych ,1000,0,3,2,DaVici,DaVici,1,0,0,1000,0,1000,3,1.8596170998998247,10.92683552298558
Matt Lyon Monastery Jim Flora Big Bank Robbery,460,302,2,3,unknown,unknown,2,0,460,302,0,762,2,0.7916950615700522,3.352317719301458
Artifact Puzzles Tom Kidd Dunne Estates Artifact Puzzles Old Venice Map,423,91,2,1,Artifact,Artifact,2,91,423,0,0,514,1,-0.40530384171258954,4.897948869733079
Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet,346,424,1,1,Artifact,Artifact,2,770,0,0,0,770,1,-0.7124108592957237,1.3029783352019098
Artifact Puzzles Kevin Sloan Migration Of Knowledge  Artifact Puzzles Gavin Watson Creature Comforts,513,322,1,1,Artifact,Artifact,2,835,0,0,0,835,1,-0.5879032961785265,3.4466344376833336
